country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Bangladesh,2021,BGD,169356240,,,,,,0.177,0.03,0.037,,555.914,-19.172,-10.036,249.834,42.311,56.449,9.56,0,,,,11.865,8.824,87.13,80.57,16.804,4.901,22.403,2831.162,,4.831,21.943,467.535,79.18,2811.395,476.127,98.275,99.302,2.275,6.806,305.959,332.731,56.35,1806.599,-0.505,-1.199,1394.161,236.11,69.939,63.811,44.79,-2.684,-0.056,1.784,5.196,0.88,10.535,1.092,0.372,16.362,0.46,3.348,8.208,1.39,19.767,1.725,0.698,6.56,7.529,,,,0,0,,0,,24.515,25.173,127.857,78.356,13.27,754.961,0,,,,16.47,26.666,0.012,0.03,0,-0.273,0,0.177,0,0.073,0.037,0,0.003,475.743,479.475,16.362,0.46,3.348,8.208,1.39,19.767,1.725,0.698,51.037,0.516,1.538,2.775,0.47,9.081,0.583,0.321,-0.273,0,0.013,0.059,0.01,0.079,0.012,0.003
Bangladesh,2022,BGD,171186368,,,,,,0.175,0.03,0.035,,577.027,18.036,7.631,291.742,49.942,71.267,12.2,0,,,,14.314,10.018,92.83,85.23,17.097,3.969,19.028,2912.048,,3.91,18.615,488.181,83.57,2890.08,494.742,98.052,99.246,-4.569,-13.979,291.98,301.426,51.6,1705.627,-1.474,-3.479,1358.93,232.63,60.542,58.571,49.18,13.662,0.236,2.021,5.666,0.97,11.804,1.138,0.405,12.755,0.413,3.761,9.697,1.66,21.968,1.948,0.754,7.6,8.187,,,,0,0,,0,,19.524,24.963,152.82,115.488,19.77,892.711,0,,,,23.196,30.656,0.012,0.03,0,0,0,0.175,0,0.072,0.035,0,0.002,497.878,498.503,12.755,0.413,3.761,9.697,1.66,21.968,1.948,0.754,11.896,0.177,1.715,3.797,0.65,10.016,0.763,0.344,0,0,0.013,0.058,0.01,0.077,0.012,0.003
Barbados,2020,BRB,280704,,,,,,0,0,0,,650,,,,,0,0,,,,,0,,1,1,,-14.122,-0.996,21577.828,,,,3313.098,0.93,,,93,,,,,0,0,,,,,,0,,0.65,,,,0,0,,0,,,,,249.373,0.07,,7,,0,0,,,,0,0,,0,,,,,3313.098,0.93,,,,,,93,,,0,0,,,0,0,,0,0,,3562.471,6.057,,,,249.373,0.07,,7,,,,,249.373,0.07,,7,,,,,0,0,,0,
Barbados,2021,BRB,281204,,,,,,0,0,0,,644.86,,,,,0,0,,,,,0,,1.07,1.07,,6.901,0.418,23025.998,,,,3520.576,0.99,,,92.523,,,,,0,0,,,,,,0,,0.69,,,,0,0,,0,,,,,284.491,0.08,,7.477,,0,0,,,,0,0,,0,,,,,3520.576,0.99,,,,,,92.523,,,0,0,,,0,0,,0,0,,3805.067,6.475,,,,284.491,0.08,,7.477,,,,,284.491,0.08,,7.477,,,,,0,0,,0,
Belarus,2020,BLR,9633745,,-3.766,-0.006,16.427,0.158,52.939,0.51,1.409,0.055,472.099,-37.068,-5.734,1010.439,9.734,0,0,,,,,0,3.394,35.7,36.2,12.623,-7.138,-22.044,29768.562,,-7.681,-23.542,3590.504,34.59,29369.084,282.934,95.552,98.658,-7.376,-14.135,177.51,3590.504,34.59,18425.863,,,,,95.552,61.897,17.09,13.96,0.125,1.051,40.483,0.39,109.045,1.077,0.366,56.552,1.498,3.848,167.121,1.61,399.474,4.448,1.342,-0.5,-1.401,,,0.852,35.293,0.34,88.42,0.939,0.297,-3.697,-3.673,95.69,0,0,9932.783,,,,,0,33.367,0.856,0.51,0,143.636,0.504,52.939,0,88.804,1.409,0,0.298,3757.625,286.783,21.723,0.646,2.997,131.828,1.27,311.054,3.508,1.045,-5.028,-0.025,0.446,18.684,0.18,46.344,0.497,0.156,11.446,0.048,0.486,19.722,0.19,50.434,0.525,0.169
Belarus,2021,BLR,9578172,,-3.951,-0.006,15.869,0.152,56.378,0.54,1.231,0.05,415.641,1.675,0.163,1033.329,9.897,0,0,,,,,0,3.238,43.56,43.86,14.35,6.578,18.865,31910.822,,1.903,5.386,3839.981,36.78,30101.766,288.32,83.858,94.331,5.694,10.107,187.617,3839.981,36.78,19587.965,,,,,83.858,61.383,18.23,-14.25,-0.153,0.898,40.718,0.39,93.705,0.889,0.294,353.62,13.479,17.327,739.181,7.08,1809.058,16.142,5.669,-0.3,-0.689,1610.177,13.662,14.514,603.455,5.78,1515.353,13.178,4.749,-5.104,-4.884,90.806,0,0,9480.471,,,,,0,29.709,0.839,0.54,0,-1.983,-0.017,56.378,0,87.548,1.231,0,0.274,4579.162,305.647,-5.929,-0.183,2.813,135.725,1.3,293.705,2.964,0.92,-0.273,-0.003,0.444,18.793,0.18,46.316,0.41,0.145,-0.54,-0.004,0.481,19.837,0.19,50.267,0.433,0.158
Belarus,2022,BLR,9534956,,-100,-0.152,0,0,,,,0,,8.328,0.824,1124.454,10.722,,,,,,,,3.612,,39.641,13.354,-2.879,-8.798,31132.697,,-2.137,-6.16,,,29592.15,282.16,,95.052,-1.595,-2.993,184.624,,,19362.898,,,,,,62.195,,0,-0.003,0.894,35.973,0.343,93.786,0.865,0.301,-16.352,-2.638,14.689,604.588,5.765,1540.547,14.542,4.948,,,-18.864,-2.781,11.733,491.874,4.69,1230.569,11.831,3.953,-4.396,-3.992,86.814,,,9104.797,,,,,,29.245,0.839,0.263,,0,0,27.55,,87.945,0.663,,0.282,4157.466,296.849,-3.285,0.142,2.956,112.713,1.075,309.978,2.711,0.996,68.125,0.299,0.743,29.893,0.285,77.936,0.719,0.25,0,-0.002,0.48,19.297,0.184,50.311,0.464,0.162
Belgium,2020,BEL,11561716,,38.807,2.103,650.706,7.523,454.95,5.26,5.985,1.133,198.089,-22.26,-8.005,2418.04,27.957,6.919,0.08,,,,,0.091,4.21,87.56,87.89,13.236,-10.075,-74.397,57433.73,,-11.178,-63.565,2594.771,30,43688.742,505.117,34.134,76.068,-2.236,-3.887,169.982,2316.265,26.78,14702.125,,,,,30.47,25.598,17.41,-11.623,-0.095,0.701,23.353,0.27,60.627,0.307,0.106,-4.388,-10.832,158.916,5007.042,57.89,13744.991,65.866,23.932,-0.33,-0.377,-20.883,-23.31,86.782,2977.932,34.43,7505.938,39.174,13.069,-14.4,-51.673,307.178,271.586,3.14,26568.574,,,,,3.573,46.26,16.818,5.26,0,1.836,0.303,454.95,0,1454.667,5.985,0,2.533,7601.813,664.032,24.439,12.479,72.134,2029.111,23.46,6239.052,26.692,10.863,20.216,2.217,13.426,441.976,5.11,1161.256,5.814,2.022,31.4,7.95,33.665,1108.832,12.82,2911.795,14.586,5.07
Belgium,2021,BEL,11611416,,10.413,0.783,715.389,8.307,403.913,4.69,4.736,1.125,156.922,10.697,2.99,2665.238,30.947,3.445,0.04,,,,,0.04,4.191,91.15,99.03,13.412,11.198,74.362,63592.086,,7.214,36.441,2236.592,25.97,46640.121,541.558,26.224,73.343,-0.221,-0.376,169.606,1939.471,22.52,14606.851,,,,,22.741,22.97,15.54,56.65,0.393,1.094,36.171,0.42,94.22,0.424,0.148,24.354,37.921,196.836,6292.083,73.06,16951.967,73.776,26.657,-7.88,-8.645,46.15,39.585,126.367,4334.527,50.33,10882.972,50.823,17.114,11.012,33.826,341.004,293.677,3.41,29368.033,,,,,3.443,46.182,14.974,4.69,0,-10.965,-1.844,403.913,0,1289.62,4.736,0,2.028,8528.676,738.394,0.135,-1.665,70.47,1957.556,22.73,6068.995,22.953,9.544,9.896,1.275,14.701,484.006,5.62,1266.06,5.675,1.991,-6.405,-2.272,31.394,1033.466,12,2703.705,12.118,4.252
Belgium,2022,BEL,11655923,,7.994,0.664,769.63,8.971,381.78,4.45,4.705,1.318,165.363,3.374,1.044,2744.635,31.991,3.432,0.04,,,,,0.042,4.7,87.05,94.58,13.895,-7.819,-57.737,58395.824,,-7.948,-43.043,2263.227,26.38,42769.266,498.515,27.892,73.24,-14.193,-24.072,145.534,1983.541,23.12,12485.879,,,,,24.445,21.381,15.64,-24.508,-0.271,0.823,17.159,0.2,70.599,0.211,0.121,-6.39,-14.694,182.142,5851.102,68.2,15626.559,72.108,26.76,-7.53,-8.65,-13.103,-16.958,109.409,3786.058,44.13,9386.54,46.659,16.074,-5.869,-20.015,320.99,276.254,3.22,27538.754,,,,,3.405,47.159,14.243,4.45,0,-4.881,-0.731,381.78,0,1221.992,4.705,0,2.093,8114.33,680.657,4.495,2.264,72.733,2065.045,24.07,6240.019,25.449,10.686,20.519,2.952,17.653,630.581,7.35,1514.476,7.771,2.593,-0.754,-0.35,31.043,1035.525,12.07,2663.322,12.762,4.561
Belize,2020,BLZ,394931,,,,,,379.813,0.15,24.194,,483.871,,,,,0,0,,,,,0,,0.97,0.62,,-25.791,-0.992,7226.434,,,,962.193,0.38,,,61.29,,,,,0,0,,,,,,0,,0.3,,,,202.567,0.08,,12.903,,,,,607.701,0.24,,38.71,,0.35,36.082,,,,0,0,,0,,,,,962.193,0.38,,,,,,61.29,,,0.15,0,,,379.813,0,,24.194,0,,1569.895,2.854,,,,607.701,0.24,,38.71,,,,,25.321,0.01,,1.613,,,,,0,0,,0,
Belize,2021,BLZ,400037,,,,,,374.965,0.15,23.438,,484.375,,,,,0,0,,,,,0,,0.99,0.64,,4.252,0.121,7437.571,,,,999.908,0.4,,,62.5,,,,,0,0,,,,,,0,,0.31,,,,199.982,0.08,,12.5,,,,,599.945,0.24,,37.5,,0.35,35.354,,,,0,0,,0,,,,,999.908,0.4,,,,,,62.5,,,0.15,0,,,374.965,0,,23.438,0,,1599.852,2.975,,,,599.945,0.24,,37.5,,,,,24.998,0.01,,1.562,,,,,0,0,,0,
Benin,2020,BEN,12643121,,,,,,0,0,0,,652.174,,,,,0,0,,,,,0,,0.87,0.23,,7.232,2.148,2518.621,,,,17.401,0.22,,,95.652,,,,,0,0,,,,,,0,,0.15,,,,0,0,,0,,,,,0.791,0.01,,4.348,,0.64,73.563,,,,0,0,,0,,,,,17.401,0.22,,,,,,95.652,,,0,0,,,0,0,,0,0,,18.192,31.843,,,,0.791,0.01,,4.348,,,,,0.791,0.01,,4.348,,,,,0,0,,0,
Benin,2021,BEN,12996901,,,,,,0,0,0,,666.667,,,,,0,0,,,,,0,,0.88,0.24,,1.419,0.452,2484.818,,,,17.697,0.23,,,95.833,,,,,0,0,,,,,,0,,0.16,,,,0,0,,0,,,,,0.769,0.01,,4.167,,0.64,72.727,,,,0,0,,0,,,,,17.697,0.23,,,,,,95.833,,,0,0,,,0,0,,0,0,,18.466,32.295,,,,0.769,0.01,,4.167,,,,,0.769,0.01,,4.167,,,,,0,0,,0,
Bermuda,2020,BMU,64051,,,,,,,,,,,,,,,,,,,,,,,0,0,,-8.531,-0.276,46161.586,,,,0,0,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,0,0,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,2.957,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,
Bermuda,2021,BMU,64213,,,,,,,,,,,,,,,,,,,,,,,0,0,,0.967,0.029,46490.223,,,,0,0,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,0,0,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,2.985,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,
Bhutan,2020,BTN,772512,,,,,,0,0,0,,23.464,,,,,0,0,,,,,0,,3.05,8.95,,-1.775,-0.371,26593.059,,,,0,0,,,0,,,,,0,0,,,,,,0,,0.21,,,,11585.58,8.95,,100,,,,,11585.58,8.95,,100,,-5.9,-193.443,,,,0,0,,0,,,,,0,0,,,,,,0,,,0,0,,,0,0,,0,0,,11585.58,20.543,,,,11585.58,8.95,,100,,,,,0,0,,0,,,,,0,0,,0,
Bhutan,2021,BTN,777500,,,,,,0,0,0,,24.444,,,,,0,0,,,,,0,,3.79,9,,5.158,1.06,27785.357,,,,0,0,,,0,,,,,0,0,,,,,,0,,0.22,,,,11575.562,9,,100,,,,,11575.562,9,,100,,-5.21,-137.467,,,,0,0,,0,,,,,0,0,,,,,,0,,,0,0,,,0,0,,0,0,,11575.562,21.603,,,,11575.562,9,,100,,,,,0,0,,0,,,,,0,0,,0,
Bolivia,2020,BOL,11936169,,,,,,58.645,0.7,7.157,,322.086,,,,,0,0,,,,,0,,9.78,9.78,,-16.125,-15.009,6540.533,,,,481.729,5.75,,,58.793,,,,,448.218,5.35,,-2.662,-4.019,12309.758,146.931,54.703,,3.15,,,,246.31,2.94,,30.061,,,,,337.629,4.03,,41.207,,0,0,,,,0,0,,0,,,,,33.512,0.4,,0,,,,4.09,,,0.7,0,,,58.645,0,,7.157,0,,819.358,78.069,,,,337.629,4.03,,41.207,,,,,27.647,0.33,,3.374,,,,,5.027,0.06,,0.613,
Bolivia,2021,BOL,12079474,,,,,,52.155,0.63,5.949,,312.559,,,,,0,0,,,,,0,,10.59,10.59,,9.271,7.238,7062.148,,,,506.645,6.12,,,57.79,,,,,480.981,5.81,,3.107,4.566,12541.687,151.497,54.863,,3.31,,,,268.224,3.24,,30.595,,,,,370.049,4.47,,42.21,,0,0,,,,0,0,,0,,,,,25.663,0.31,,0,,,,2.927,,,0.63,0,,,52.155,0,,5.949,0,,876.694,85.307,,,,370.049,4.47,,42.21,,,,,38.909,0.47,,4.438,,,,,10.762,0.13,,1.228,
Bolivia,2022,BOL,12224114,,,,,,47.447,0.58,5.146,,323.869,,,,,0,0,,,,,0,,11.27,11.27,,,,,,,,559.55,6.84,,,60.692,,,,,534.19,6.53,,-11.545,-17.49,10962.543,134.007,57.941,,3.65,,,,235.6,2.88,,25.555,,,,,362.398,4.43,,39.308,,0,0,,,,0,0,,0,,,,,25.36,0.31,,0,,,,2.751,,,0.58,0,,,47.447,0,,5.146,0,,921.948,,,,,362.398,4.43,,39.308,,,,,40.085,0.49,,4.348,,,,,39.267,0.48,,4.259,
Bosnia and Herzegovina,2020,BIH,3318410,,,,,,3.013,0.01,0.064,,570.611,,,,,3227.449,10.71,,,,,68.13,,11.67,15.72,,-7.125,-4.956,19464.836,,,,3260.598,10.82,,,68.83,,,,,0,0,,,,,,0,,8.97,,,,1380.179,4.58,,29.135,,,,,1476.611,4.9,,31.17,,-4.05,-34.704,,,,0,0,,0,,,,,33.148,0.11,,,,,,0.7,,,0.01,0,,,3.013,0,,0.064,0,,4737.208,64.592,,,,1476.611,4.9,,31.17,,,,,15.067,0.05,,0.318,,,,,78.351,0.26,,1.654,
Bosnia and Herzegovina,2021,BIH,3270948,,,,,,3.057,0.01,0.058,,489.643,,,,,3087.79,10.1,,,,,58.113,,12.62,17.38,,16.54,10.684,23013.498,,,,3118.362,10.2,,,58.688,,,,,0,0,,,,,,0,,8.51,,,,2054.45,6.72,,38.665,,,,,2195.082,7.18,,41.312,,-4.76,-37.718,,,,0,0,,0,,,,,30.572,0.1,,,,,,0.575,,,0.01,0,,,3.057,0,,0.058,0,,5313.444,75.276,,,,2195.082,7.18,,41.312,,,,,21.401,0.07,,0.403,,,,,116.174,0.38,,2.186,
Bosnia and Herzegovina,2022,BIH,3233530,,,,,,3.093,0.01,0.062,,517.241,,,,,3089.503,9.99,,,,,61.515,,13.24,16.24,,,,,,,,3120.429,10.09,,,62.131,,,,,0,0,,,,,,0,,8.4,,,,1728.761,5.59,,34.421,,,,,1901.946,6.15,,37.869,,-3,-22.659,,,,0,0,,0,,,,,30.926,0.1,,,,,,0.616,,,0.01,0,,,3.093,0,,0.062,0,,5022.375,,,,,1901.946,6.15,,37.869,,,,,40.204,0.13,,0.8,,,,,129.889,0.42,,2.586,
Botswana,2020,BWA,2546404,,,,,,0,0,0,,796.117,,,,,659.754,1.68,,,,,81.553,,3.9,2.06,,-4.855,-1.149,8843.107,,,,805.057,2.05,,,99.515,,,,,0,0,,,,,,0,,1.64,,,,0,0,,0,,,,,3.927,0.01,,0.485,,1.84,47.179,,,,0,0,,0,,,,,145.303,0.37,,,,,,17.961,,,0,0,,,0,0,,0,0,,808.984,22.518,,,,3.927,0.01,,0.485,,,,,3.927,0.01,,0.485,,,,,0,0,,0,
Botswana,2021,BWA,2588424,,,,,,0,0,0,,794.521,,,,,691.54,1.79,,,,,81.735,,4.03,2.19,,7.884,1.775,9385.398,,,,842.211,2.18,,,99.543,,,,,0,0,,,,,,0,,1.74,,,,0,0,,0,,,,,3.863,0.01,,0.457,,1.84,45.658,,,,0,0,,0,,,,,150.671,0.39,,,,,,17.808,,,0,0,,,0,0,,0,0,,846.075,24.293,,,,3.863,0.01,,0.457,,,,,3.863,0.01,,0.457,,,,,0,0,,0,
Brazil,2020,BRA,213196304,,-6.896,-18.24,1155.008,246.243,265.295,56.56,9.206,7.254,117.437,-9.124,-16.38,765.177,163.133,91.606,19.53,11.035,2.775,130.954,27.919,3.179,4.806,639.09,614.37,18.1,-3.923,-138.582,15921.327,,-7.197,-132.319,380.635,81.15,8002.587,1706.122,13.209,50.263,-12.061,-43.096,314.237,241.468,51.48,1473.932,-5.866,-15.102,1136.809,242.363,8.379,9.258,72.15,-0.376,-7.781,1041.012,1858.991,396.33,4882.878,64.51,30.669,-1.612,-6.264,1688.246,2501.075,533.22,7918.739,86.791,49.737,24.72,3.868,-12.873,-5.382,35.415,61.962,13.21,166.115,2.15,1.043,-5.596,-72.842,1228.752,47.562,10.14,5763.479,5.387,94.735,8692.372,1853.182,1.65,36.2,187.516,56.56,0,6.957,12.197,265.295,0,879.546,9.206,0,5.524,2881.71,3394.368,-1.379,-0.882,1652.831,2439.114,520.01,7752.625,84.641,48.693,61.518,10.687,28.228,49.907,10.64,132.405,1.732,0.832,1.902,2.255,149.832,264.92,56.48,702.787,9.193,4.414
Brazil,2021,BRA,214326224,,-1.12,-2.757,1136.055,243.486,268.749,57.6,8.693,6.819,158.592,21.317,34.776,923.398,197.908,117.671,25.22,21.031,5.872,157.66,33.791,3.806,5.543,685.68,662.58,18.556,5.194,176.302,16659.977,,13.123,223.892,649.524,139.21,9005.032,1930.015,21.01,54.052,28.713,90.228,404.465,424.726,91.03,1887.144,0.397,0.963,1135.31,243.327,13.739,11.327,105.08,-8.467,-91.633,949.379,1692.84,362.82,4429.596,54.759,26.588,-2.228,-47.591,1640.655,2441.932,523.37,7654.942,78.99,45.948,23.1,3.369,4.64,1.507,36.923,68.587,14.7,172.273,2.219,1.034,8.048,98.889,1327.642,107.126,22.96,6194.49,-1.562,-28.943,8511.506,1824.239,3.465,37.182,177.883,57.6,0,-5.137,-9.633,268.749,0,829.964,8.693,0,4.982,3091.456,3570.67,-2.353,-49.099,1603.732,2373.345,508.67,7482.67,76.771,44.914,55.859,15.607,43.835,78.152,16.75,204.526,2.528,1.228,26.705,39.317,189.149,333.604,71.5,882.529,10.791,5.297
Brazil,2022,BRA,215313504,,-0.631,-1.535,1123.715,241.951,266.681,57.42,8.433,6.496,102.044,-17.81,-35.247,755.465,162.662,72.685,15.65,-11.309,-3.821,139.189,29.969,2.298,4.367,703.98,680.88,18.279,4.319,154.2,17299.75,,-2.948,-56.891,345.45,74.38,8699.518,1873.124,10.924,50.287,-20.942,-84.703,319.762,226.971,48.87,1485.099,-5.551,-13.506,1067.377,229.821,7.177,8.585,69.48,17.721,164.164,1113.543,1988.078,428.06,5171.727,62.869,29.895,10.758,211.091,1851.746,2816.823,606.5,8600.232,89.076,49.713,23.1,3.281,-0.99,-0.499,36.424,67.529,14.54,169.166,2.135,0.978,4.75,63.058,1390.7,45.794,9.86,6458.953,3.954,72.123,8807.444,1896.362,1.448,37.336,168.461,57.42,0,-5.297,-9.423,266.681,0,782.397,8.433,0,4.523,3162.272,3724.87,10.988,211.59,1815.322,2749.293,591.96,8431.066,86.94,48.735,79.835,34.708,78.544,122.983,26.48,364.788,3.889,2.109,12.929,23.675,212.824,371.551,80,988.44,11.75,5.714
British Virgin Islands,2020,VGB,30934,,,,,,0,0,0,,692.308,,,,,0,0,,,,,0,,0.13,0.13,,-15.701,-0.111,19221.441,,,,4202.496,0.13,,,100,,,,,0,0,,,,,,0,,0.09,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,4202.496,0.13,,,,,,100,,,0,0,,,0,0,,0,0,,4202.496,0.595,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
British Virgin Islands,2021,VGB,31145,,,,,,0,0,0,,714.286,,,,,0,0,,,,,0,,0.14,0.14,,6.418,0.038,20316.449,,,,4495.104,0.14,,,100,,,,,0,0,,,,,,0,,0.1,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,4495.104,0.14,,,,,,100,,,0,0,,,0,0,,0,0,,4495.104,0.633,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Bulgaria,2020,BGR,6979181,,-3.734,-0.077,282.745,1.973,243.582,1.7,4.227,1.01,327.449,-18.276,-10.811,6926.614,48.342,1935.757,13.51,-20.053,-11.39,6506.491,45.41,33.59,24.743,36.81,40.22,20.586,-7.645,-16.174,27993.869,,-10.858,-15.948,2309.727,16.12,18760.453,130.933,40.08,67.016,3.171,0.898,29.206,328.119,2.29,4184.803,0,,,,5.694,14.949,13.17,-3.724,-0.315,7.407,404.059,2.82,1061.325,7.011,3.791,-0.096,-0.226,64.442,3453.127,24.1,9233.415,59.92,32.984,-3.41,-9.264,0.426,0.024,41.9,2382.801,16.63,6003.55,41.348,21.446,-10.156,-6.034,53.384,45.851,0.32,7649.037,0,,,,0.796,27.324,5.425,1.7,0,-6.671,-0.388,243.582,0,777.261,4.227,0,2.777,5762.854,195.374,-1.002,-0.25,22.542,1070.326,7.47,3229.865,18.573,11.538,3.629,0.121,3.857,210.626,1.47,552.684,3.655,1.974,12.16,0.408,3.879,212.059,1.48,555.849,3.68,1.986
Bulgaria,2021,BGR,6885864,,-0.16,-0.003,286.117,1.97,376.133,2.59,5.476,0.888,354.334,25.993,12.566,8845.329,60.908,2481.896,17.09,21.896,9.943,8038.657,55.353,36.131,27.456,38.52,47.3,21.322,13.546,26.466,32216.705,,14.569,19.076,2977.114,20.5,21784.998,150.009,43.34,67.62,13.057,3.814,33.02,442.936,3.05,4795.332,0,,,,6.448,14.885,16.76,70.87,5.203,12.61,699.985,4.82,1831.332,10.19,5.684,10.361,7.39,71.831,3892.031,26.8,10431.708,56.66,32.38,-8.78,-22.793,-0.835,-0.502,41.398,2394.761,16.49,6011.999,34.863,18.661,5.052,2.697,56.081,52.281,0.36,8144.336,0,,,,0.761,25.28,8.264,2.59,0,52.347,2.84,376.133,0,1200.179,5.476,0,3.725,6869.145,221.84,30.083,7.892,30.434,1497.27,10.31,4419.709,21.797,13.719,-0.144,-0.02,3.838,213.481,1.47,557.318,3.108,1.73,-2.95,-0.128,3.751,207.672,1.43,544.763,3.023,1.691
Bulgaria,2022,BGR,6781955,,63.232,1.246,474.191,3.216,383.37,2.6,5.14,1.388,399.565,19.438,11.839,10726.563,72.747,3153.958,21.39,24.465,13.542,10158.644,68.895,42.289,31.387,38.39,50.58,21.823,4.479,9.937,34175.52,,7.555,11.333,3636.12,24.66,23789.814,161.341,48.754,69.611,-18.127,-5.986,27.035,429.08,2.91,3986.24,0,,,,5.753,11.664,20.21,-21.822,-2.788,9.823,547.04,3.71,1448.331,7.335,4.238,1.384,-1.396,70.435,3821.907,25.92,10385.708,51.246,30.389,-12.19,-31.753,-0.229,-0.245,41.152,2427.029,16.46,6067.928,32.543,17.755,9.77,5.479,61.56,53.082,0.36,9077.011,0,,,,0.712,26.56,7.115,2.6,0,-13.912,-1.15,383.37,0,1049.036,5.14,0,3.07,7458.026,231.777,3.549,-1.151,29.283,1394.878,9.46,4317.78,18.703,12.634,36.612,1.386,5.224,253.614,1.72,770.212,3.401,2.254,4.521,0.155,3.906,210.854,1.43,576.01,2.827,1.685
Burkina Faso,2020,BFA,21522632,,,,,,0,0,0,,609.756,,,,,0,0,,,,,0,,2.64,1.64,,-4.649,-0.922,878.982,,,,66.442,1.43,,,87.195,,,,,0,0,,,,,,0,,1,,,,5.111,0.11,,6.707,,,,,9.757,0.21,,12.805,,1,37.879,,,,0,0,,0,,,,,66.442,1.43,,,,,,87.195,,,0,0,,,0,0,,0,0,,76.199,18.918,,,,9.757,0.21,,12.805,,,,,4.646,0.1,,6.098,,,,,0,0,,0,
Burkina Faso,2021,BFA,22100690,,,,,,0,0,0,,611.429,,,,,0,0,,,,,0,,2.81,1.75,,5.693,1.077,904.726,,,,68.776,1.52,,,86.857,,,,,0,0,,,,,,0,,1.07,,,,4.977,0.11,,6.286,,,,,10.407,0.23,,13.143,,1.06,37.722,,,,0,0,,0,,,,,68.776,1.52,,,,,,86.857,,,0,0,,,0,0,,0,0,,79.183,19.995,,,,10.407,0.23,,13.143,,,,,5.43,0.12,,6.857,,,,,0,0,,0,
Burundi,2020,BDI,12220229,,,,,,0.818,0.01,2.857,,257.143,,,,,0,0,,,,,0,,0.45,0.35,,-3.836,-0.141,289.066,,,,9.001,0.11,,,31.429,,,,,0,0,,,,,,0,,0.09,,,,18.003,0.22,,62.857,,,,,19.64,0.24,,68.571,,0.1,22.222,,,,0,0,,0,,,,,9.001,0.11,,,,,,31.429,,,0.01,0,,,0.818,0,,2.857,0,,28.641,3.532,,,,19.64,0.24,,68.571,,,,,0.818,0.01,,2.857,,,,,0,0,,0,
